ScientificName,ScientificNamePopID,Family,CommonName,SerenaOrSarah,TeleostOrElasmo,MROriginLocation,RawMetabolicRate,MRRawDataOrMean,SampleSize,RawMetabolicRateUnits,RawMetabolicRateCitation,BodyMass,MassRawDataOrMean,BodyMassUnits,Temperature,TemperatureUnits,FactorialAerobicScope,binTemp
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.04510149,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",59.8,Raw,g,28,ËšC,1.649271838,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.132303888,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",70.97,Raw,g,28,ËšC,3.045943568,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.155312364,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",60.45,Raw,g,28,ËšC,3.447494307,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.143140096,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",71.93,Raw,g,28,ËšC,2.576314529,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.082210932,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",72.18,Raw,g,28,ËšC,1.767480139,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.116234674,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",83.35,Raw,g,28,ËšC,2.040813102,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.001327426,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",1.339,Raw,g,28,ËšC,1.314382594,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.157424658,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",77.27,Raw,g,28,ËšC,2.842858914,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.00458073,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",0.84,Raw,g,28,ËšC,2.145694699,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.002315716,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",0.886,Raw,g,28,ËšC,1.60447568,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.017875372,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",2.721,Raw,g,28,ËšC,3.496153033,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.175979484,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",82.15,Raw,g,28,ËšC,3.499563257,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.273692517,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",123.457,Raw,g,28,ËšC,3.197295801,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.174588216,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",79.31,Raw,g,28,ËšC,3.05339953,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.021403311,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",5.665,Raw,g,28,ËšC,2.657030566,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.323889434,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",107.12,Raw,g,28,ËšC,4.356612112,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.285235526,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",141.92,Raw,g,28,ËšC,3.917288961,NA
Zebrasoma scopas,Zebrasoma scopas,Acanthuridae,Twotone tang,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.151518359,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",77.29,Raw,g,28,ËšC,2.775014937,NA
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopteridae,Lumpfish,Sarah,Teleost,"Hatchery lumpfish from Matre Research Station, Institute of Marine Research, Norway",117,Mean,8,mg O2 kg^-1 h^-1,"Hvas, M., Folkedal, O., Imsland, A., & Oppedal, F. (2018). Metabolic rates, swimming capabilities, thermal niche and stress response of the lumpfish, Cyclopterus lumpus.ÊBiology Open,Ê7(9), bio036079.",291,Mean,g,3,ËšC,2.7,NA
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopteridae,Lumpfish,Sarah,Teleost,"Hatchery lumpfish from Matre Research Station, Institute of Marine Research, Norway",148,Mean,8,mg O2 kg^-1 h^-1,"Hvas, M., Folkedal, O., Imsland, A., & Oppedal, F. (2018). Metabolic rates, swimming capabilities, thermal niche and stress response of the lumpfish, Cyclopterus lumpus.ÊBiology Open,Ê7(9), bio036079.",319,Mean,g,9,ËšC,2.8,NA
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopteridae,Lumpfish,Sarah,Teleost,"Hatchery lumpfish from Matre Research Station, Institute of Marine Research, Norway",173,Mean,8,mg O2 kg^-1 h^-1,"Hvas, M., Folkedal, O., Imsland, A., & Oppedal, F. (2018). Metabolic rates, swimming capabilities, thermal niche and stress response of the lumpfish, Cyclopterus lumpus.ÊBiology Open,Ê7(9), bio036079.",321,Mean,g,15,ËšC,2.3,NA
Salmo salar,Salmo salar,Salmonidae,Atlantic salmon,Sarah,Teleost,"cultured, from West Coast of Scotland",345.4,Mean,6,mg O2 kg^-1 h^-1,"Lucas, M. C. (1994). Heart rate as an indicator of metabolic rate and activity in adult Atlantic salmon, Salmo salar.ÊJournal of Fish Biology,Ê44(5), 889-903.",2045,Mean,g,10,ËšC,5.416879795,NA
Pollachius virens,Pollachius virens,Gadidae,Saithe,Sarah,Teleost,"Somewhere around Scotland, UK",492,Mean,10,mg O2 kg^-1 h^-1,"Tytler (1977), The influence of swimming on performance on the metabolic rate of gadoid fish in: FISH, O. G. (2013, October). Peter Tytler. In Physiology and Behaviour of Marine Organisms: Proceedings of the 12th European Symposium on Marine Biology, Stirling, Scotland, September 1977 (p. 83). Elsevier.",151.8,Mean,g,10,ËšC,6.020408163,NA
MelanogrammusÂ aeglefinus,MelanogrammusÂ aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",135,Mean,5,mg O2 kg^-1 h^-1 ,"Tytler (1977), The influence of swimming on performance on the metabolic rate of gadoid fish in: FISH, O. G. (2013, October). Peter Tytler. In Physiology and Behaviour of Marine Organisms: Proceedings of the 12th European Symposium on Marine Biology, Stirling, Scotland, September 1977 (p. 83). Elsevier.",155.9,Mean,g,5,ËšC,3.076923077,NA
MelanogrammusÂ aeglefinus,MelanogrammusÂ aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",256,Mean,5,mg O2 kg^-1 h^-1 ,"Tytler (1977), The influence of swimming on performance on the metabolic rate of gadoid fish in: FISH, O. G. (2013, October). Peter Tytler. In Physiology and Behaviour of Marine Organisms: Proceedings of the 12th European Symposium on Marine Biology, Stirling, Scotland, September 1977 (p. 83). Elsevier.",155.9,Mean,g,15,ËšC,2.777777778,NA
Rachycentron canadum,Rachycentron canadum,Rachycentridae,Cobia,Sarah,Teleost,University of Miami hatchery,864.7,Mean,8,mg O2 kg^-1 h^-1,"Nelson, D., Stieglitz, J. D., Cox, G. K., Heuer, R. M., Benetti, D. D., Grosell, M., & Crossley II, D. A. (2017). Cardio-respiratory function during exercise in the cobia, Rachycentron canadum: The impact of crude oil exposure.ÊComparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,Ê201, 58-65.",382.94,Mean,g,25,ËšC,6.67760998,NA
Anoplopoma fimbria,Anoplopoma fimbria PCAN,Anoplopomatidae,Sablefish,Sarah,Teleost,west coast of Vancouver Island,539.2,Mean,5,mg O2 kg^-1 h^-1,"Furnell, D. J. (1987). Partitioning of locomotor and feeding metabolism in sablefish (Anoplopoma fimbria).ÊCanadian journal of zoology,Ê65(3), 486-489.",993,Raw,g,8.5,ËšC,11.21212121,NA
Scophthalmus maximus,Scophthalmus maximus,Scophthalmidae,Turbot,Sarah,Teleost,"Farm in Noirmoutier Island, France",104.1,Mean,NA,mg O2 kg^-1 h^-1,"Mallekh, R. & Lagardre, J. P. (2002). Effect of temperature and dissolved oxygen concentration on the metabolic rate of the turbot and the relationship between metabolic scope and feeding demand. Journal of Fish Biology 60, 1105â€“1115. doi: 10.1006/jfbi.2002.1918",450,Mean,g,10,ËšC,5.780373832,NA
Scophthalmus maximus,Scophthalmus maximus,Scophthalmidae,Turbot,Sarah,Teleost,"Farm in Noirmoutier Island, France",147.7,Mean,NA,mg O2 kg^-1 h^-1,"Mallekh, R. & Lagardre, J. P. (2002). Effect of temperature and dissolved oxygen concentration on the metabolic rate of the turbot and the relationship between metabolic scope and feeding demand. Journal of Fish Biology 60, 1105â€“1115. doi: 10.1006/jfbi.2002.1919",450,Mean,g,14,ËšC,5.929530201,NA
Pagrus auratus,Pagrus auratus NZSNA7,Sparidae,Australasian snapper,Sarah,Teleost,"Nelson, South Island, NZ",251.2,Mean,8,mg O2 kg^-0.81 h^-1,"Flikac, T., Cook, D. G., & Davison, W. (2020). The effect of temperature and meal size on the aerobic scope and specific dynamic action of two temperate New Zealand finfish Chrysophrys auratus and Aldrichetta forsteri.ÊJournal of Comparative Physiology B,Ê190(2), 169-183.",100,Mean,g,17,ËšC,2.921958684,NA
Scomber japonicus,Scomber japonicus,Scombridae,Chub mackerel,Sarah,Teleost,southern California,1.3,Mean,13,mg O2 min^-1,"Sepulveda, C. H. U. G. E. Y., & Dickson, K. A. (2000). Maximum sustainable speeds and cost of swimming in juvenile kawakawa tuna (Euthynnus affinis) and chub mackerel (Scomber japonicus). Journal of Experimental Biology, 203(20), 3089-3101.",97.3,Mean,g,24,ËšC,5.642857143,NA
Pseudopleuronectes americanus,Pseudopleuronectes americanus GOM,Pleuronectidae,Winter flounder,Sarah,Teleost,Passamoquody Bay,0.5,Mean,5,umol O2 g^-1 h^-1,"Pagnotta, A., & Milligan, C. L. (1991). The role of blood glucose in the restoration of muscle glycogen during recovery from exhaustive exercise in rainbow trout (Oncorhynchus mykiss) and winter flounder (Pseudopleuronectes americanus).ÊJournal of Experimental Biology,Ê161(1), 489-508.",325,Mean,g,8,ËšC,1.357142857,NA
Gadus morhua,Gadus morhua NS,Gadidae,Atlantic cod,Sarah,Teleost,"Oresund, Helsingor",113.15,Mean,7,mg O2 kg^-1 h^-1,"Tirsgaard, Bjšrn, Jon Christian Svendsen, and John Fleng Steffensen. ""Effects of temperature on specific dynamic action in Atlantic cod Gadus morhua.""Â Fish Physiology and BiochemistryÂ 41.1 (2015): 41-50.",163.9,Mean,g,2,ËšC,4.044121603,NA
Gadus morhua,Gadus morhua NS,Gadidae,Atlantic cod,Sarah,Teleost,"Oresund, Helsingor",131.49,Mean,7,mg O2 kg^-1 h^-1,"Tirsgaard, Bjšrn, Jon Christian Svendsen, and John Fleng Steffensen. ""Effects of temperature on specific dynamic action in Atlantic cod Gadus morhua.""Â Fish Physiology and BiochemistryÂ 41.1 (2015): 41-50.",180,Mean,g,5,ËšC,3.82167382,NA
Gadus morhua,Gadus morhua NS,Gadidae,Atlantic cod,Sarah,Teleost,"Oresund, Helsingor",178.49,Mean,7,mg O2 kg^-1 h^-1,"Tirsgaard, Bjšrn, Jon Christian Svendsen, and John Fleng Steffensen. ""Effects of temperature on specific dynamic action in Atlantic cod Gadus morhua.""Â Fish Physiology and BiochemistryÂ 41.1 (2015): 41-50.",169.1,Mean,g,10,ËšC,3.976817879,NA
Gadus morhua,Gadus morhua NS,Gadidae,Atlantic cod,Sarah,Teleost,"Oresund, Helsingor",154.58,Mean,6,mg O2 kg^-1 h^-1,"Tirsgaard, Bjšrn, Jon Christian Svendsen, and John Fleng Steffensen. ""Effects of temperature on specific dynamic action in Atlantic cod Gadus morhua.""Â Fish Physiology and BiochemistryÂ 41.1 (2015): 41-50.",195.8,Mean,g,15,ËšC,2.779850317,NA
Gadus morhua,Gadus morhua NS,Gadidae,Atlantic cod,Sarah,Teleost,"Oresund, Helsingor",138.64,Mean,6,mg O2 kg^-1 h^-1,"Tirsgaard, Bjšrn, Jon Christian Svendsen, and John Fleng Steffensen. ""Effects of temperature on specific dynamic action in Atlantic cod Gadus morhua.""Â Fish Physiology and BiochemistryÂ 41.1 (2015): 41-50.",162.2,Mean,g,20,ËšC,2.202011444,NA
Morone saxatilis,Morone saxatilis SATL,Moronidae,Striped bass,Sarah,Teleost,"South Carolina, larvae reared in laboratory",334,Mean,5,mg O2 kg^-1 h^-1 ,"Anweiler, K. V., Brenkert, K., Darden, T. L., McElroy, E. J., & Denson, M. R. (2019). Effects of temperature and hypoxia on the metabolic performance of juvenile striped bass (Morone saxotilis).ÊFishery Bulletin,Ê117(4), 337-348.",386,Mean,g,20,ËšC,6.21875,NA
Morone saxatilis,Morone saxatilis SATL,Moronidae,Striped bass,Sarah,Teleost,"South Carolina, larvae reared in laboratory",363,Mean,7,mg O2 kg^-1 h^-1 ,"Anweiler, K. V., Brenkert, K., Darden, T. L., McElroy, E. J., & Denson, M. R. (2019). Effects of temperature and hypoxia on the metabolic performance of juvenile striped bass (Morone saxotilis).ÊFishery Bulletin,Ê117(4), 337-348.",504,Mean,g,25,ËšC,6.5,NA
Morone saxatilis,Morone saxatilis SATL,Moronidae,Striped bass,Sarah,Teleost,"South Carolina, larvae reared in laboratory",437,Mean,5,mg O2 kg^-1 h^-1 ,"Anweiler, K. V., Brenkert, K., Darden, T. L., McElroy, E. J., & Denson, M. R. (2019). Effects of temperature and hypoxia on the metabolic performance of juvenile striped bass (Morone saxotilis).ÊFishery Bulletin,Ê117(4), 337-348.",426,Mean,g,32,ËšC,5.698924731,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",100.9105088,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",7.3,Raw,kg,24,ËšC,1.629890689,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",106.4477738,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.66,Raw,kg,24,ËšC,1.709467216,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",121.3541858,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.09,Raw,kg,24,ËšC,1.747182734,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",120.0908303,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.46,Raw,kg,24,ËšC,1.931928293,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",82.3615522,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.69,Raw,kg,24,ËšC,1.421455209,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",96.3684471,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",7.76,Raw,kg,24,ËšC,1.698553308,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",203.9786524,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",3.31,Raw,kg,24,ËšC,2.724192782,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",127.3663487,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",4.22,Raw,kg,24,ËšC,2.426606927,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",137.641184,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",3.98,Raw,kg,24,ËšC,1.941325167,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",144.8539328,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.56,Raw,kg,24,ËšC,1.962705493,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",144.8539328,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.56,Raw,kg,24,ËšC,1.962705493,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",92.474247,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.81,Raw,kg,24,ËšC,1.723494168,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",92.474247,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.81,Raw,kg,24,ËšC,1.723494168,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",87.8073106,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.84,Raw,kg,24,ËšC,1.687698697,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",79.0631119,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",7.3,Raw,kg,28,ËšC,1.461498795,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",210.6121192,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.66,Raw,kg,28,ËšC,2.691872774,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",117.8615634,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.09,Raw,kg,28,ËšC,1.772572203,NA
